术语ID	英文	原中文	调整后中文	操作类型	适用组件或语境	既有译法及来源	调整原因	影响消息或簇ID	决策状态	处理轮次	版本	证据索引	有效去重译文对数	来源重复口径
T0568	Transaction Horizon	事务视界	事务视界	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0568; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0568	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0569	transaction id	事务 ID	事务 ID	保留并限定语境	事务 ID；与命令 ID、MultiXact ID、xid/txid 机器名称区分。	"invalid next transaction ID → 无效的下一个事务 ID [TE-f755d2e2627d10baaa51] | transaction ID %s is in the future → 事务ID %s 在将来 [TE-0efa9df63d4287dfc592] | could not parse ""%s"" as a transaction ID → 无法将""%s""解析为事务ID [TE-43c69158d26021d28175]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0569; 23 messages / 10 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0569	18	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0570	Transaction ID Wraparound	事务 ID 回卷	事务 ID 回卷	保留并限定语境	事务 ID 回卷；旧译重叠无法说明环绕机制，不能作新候选模板。	Age at which to autovacuum a table to prevent transaction ID wraparound. → 这是应该自动清理一张表以避免事务ID重叠的时间段. [TE-a1c3913017774b33099b]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0570; 1 messages / 1 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0570	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0571	transaction isolation	事务隔离	事务隔离	保留并限定语境	事务隔离；SET TRANSACTION ISOLATION LEVEL 命令不翻译。	Sets the transaction isolation level of each new transaction. → 设置每一个新事物的隔离 (isolation) 级别. [TE-de7c88b11ae24cd12740] | SET TRANSACTION ISOLATION LEVEL must be called before any query → SET TRANSACTION ISOLATION LEVEL 必须在任何查询之前调用 [TE-7bb56b547ca7e416815a] | SET TRANSACTION ISOLATION LEVEL must not be called in a subtransaction → SET TRANSACTION ISOLATION LEVEL 不能在子事物中调用 [TE-c92ddcaf2cffde8cdbca]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0571; 3 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0571	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0572	transaction log	事务日志	事务日志	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0572; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0572	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0573	transaction snapshot	事务快照	事务快照	保留并限定语境	事务快照；SET TRANSACTION SNAPSHOT 命令原样保留。	SET LOCAL TRANSACTION SNAPSHOT is not implemented → SET LOCAL TRANSACTION SNAPSHOT没有实现 [TE-6495b31a8e87266b2f96] | SET TRANSACTION SNAPSHOT must be called before any query → SET TRANSACTION SNAPSHOT 必须在任何查询之前调用 [TE-2a623ec4aac8bd65f4a9]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0573; 2 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0573	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0574	Transformation	转换	转换	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0574; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0574	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0575	transition relations	过渡关系	过渡关系	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0575; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0575	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0576	transition tables	过渡表	过渡表	保留并限定语境	触发器过渡表；既有同簇转换表可保留，但不是类型转换表；OLD TABLE/NEW TABLE 必须原样保留。	Triggers on views cannot have transition tables. → 视图上的触发器不能有转换表. [TE-12e9c0c74283a8040fd3] | Use OLD TABLE or NEW TABLE for naming transition tables. → 使用 OLD TABLE 或 NEW TABLE 命名转换表. [TE-02ae40d55ee73140d0bb] | Triggers on foreign tables cannot have transition tables. → 外部表上的触发器不能有转换表. [TE-97b8838ff375218fdda7]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0576; 13 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0576	11	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0577	trusted	受信任的	受信任的	保留并限定语境	受信任/可信按句法；trusted language 是安全许可属性，不是作者身份背书。	"Trusted → 信任 [TE-646cc55bf74eaf081893] | language ""%s"" is not trusted → 语言 ""%s"" 不可信 [TE-1b051bb10ccedba2111b] | If true, trusted and untrusted Perl code will be compiled in strict mode. → 如果为真的话，那么信任和非信任的Perl代码将以限制模式编译. [TE-f30fadeaf3538b9435aa]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0577; 7 messages / 6 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0577	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0578	trigger	触发器	触发器	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	trigger → 触发器 [TE-74ff4d670314ed356416] | Triggers: → 触发器： [TE-6b14aff7fe13e91f4b50] | event trigger %s → 事件触发器%s [TE-d89d7a3f2c89deba086b]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0578; 139 messages / 21 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0578	124	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0579	Trigrams	三字符组	三字符组	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0579; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0579	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0580	tuple	元组	元组	保留并限定语境	内部元组；区分 row 逻辑行及 attribute 属性，不能全部改为记录。	Tuples only is on.\n → 开启只显示元组.\n [TE-49dfd0892997d32114d8] | Tuples only is off.\n → 关闭只显示元组.\n [TE-038076085eeeaa3a5ec9] | attempted to delete invisible tuple → 试图删除不可见元组 [TE-a03345c88d75016d16af]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0580; 70 messages / 20 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0580	53	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0581	tuple identifier	元组标识符	元组标识符	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0581; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0581	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0582	Tuples	元组	元组	保留并限定语境	元组复数；psql tuples-only 输出标签沿用元组，说明时可按输出行语境解释。	Tuples only is on.\n → 开启只显示元组.\n [TE-49dfd0892997d32114d8] | Tuples only is off.\n → 关闭只显示元组.\n [TE-038076085eeeaa3a5ec9] | attempted to delete invisible tuple → 试图删除不可见元组 [TE-a03345c88d75016d16af]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0582; 70 messages / 20 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0582	53	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0583	two-phase commit	两阶段提交	两阶段提交	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	prepare the current transaction for two-phase commit → 准备将当前事务进行二段式提交 [TE-e7c6af7f009e87b39605] | cancel a transaction that was earlier prepared for two-phase commit → 取消一个可以为两阶段提交容易配置的事务 [TE-24cd25f0964840e3702f] | commit a transaction that was earlier prepared for two-phase commit → 提交一项事务这是两阶段提交的先前准备 [TE-653700923cfe87bce87f]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0583; 7 messages / 4 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0583	3	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0584	two-phase in-memory hash join	两阶段内存哈希连接	两阶段内存哈希连接	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0584; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0584	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0585	txid	事务 ID	事务 ID	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0585; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0585	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0586	txid wraparound	事务 ID 回卷	事务 ID 回卷	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0586; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0586	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0587	type categories	类型分类	类型分类	保留并限定语境	类型分类，不继承旧译类型目录；实际 type category 字母值保留。	"invalid type category ""%s"": must be simple ASCII → 无效的类型目录 ""%s"": 必须是简单ASCII [TE-4d73fbed77bb2bd0cbb9]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0587; 1 messages / 1 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0587	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0588	typed table	类型化表	类型化表	保留并限定语境	类型化表；原有类型表在具体 SQL OF 语境可保留，不误为任意有列类型的表。	"Typed table of type: %s → 类型的已确定类型表(typed table):%s [TE-33719deca4bf26dffb5d] | ""%s"" is not a typed table → ""%s"" 不是一个类型表 [TE-9b2b3b745f628b774b79] | typed tables cannot inherit → 类型表不能继承 [TE-9f17ea8753ab9b4add24]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0588; 14 messages / 3 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0588	13	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0589	unbundling	分拆	分拆	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0589; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0589	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0590	UNDO log	撤销日志	撤销日志	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0590; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0590	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0591	unlogged	不记录 WAL	不记录 WAL	保留并限定语境	不记录 WAL 的表/关系；同簇不记录日志准确时保留，SQL UNLOGGED 关键字不译。	"unlogged → 未记录 [TE-d35502372f688dc25acb] | Unlogged index ""%s.%s"" → 不记录日志的索引 ""%s.%s"" [TE-7636a29a03deb333b29b] | Unlogged table ""%s.%s"" → 不记录日志的表 ""%s.%s"" [TE-3d7832e361051b5e6372]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0591; 20 messages / 8 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0591	18	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0592	unpinned	未钉住	未钉住	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0592; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0592	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0593	unqualified names	非限定名	非限定名	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0593; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0593	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0594	update rules	更新规则	更新规则	保留并限定语境	概念更新规则；ON UPDATE、UPDATE 命令原样保留。	INSERT with ON CONFLICT clause cannot be used with table that has INSERT or UPDATE rules → 无法对具有INSERT或者UPDATE规则的表使用带有ON CONFLICT子句的INSERT [TE-a365f9e8e016e3340c17] | NEW variables in ON UPDATE rules cannot reference columns that are part of a multiple assignment in the subject UPDATE command → ON UPDATE规则中的NEW变量不能引用主UPDATE命令中作为一个多重赋值的组成部分的列 [TE-ea5b38b514cf50b32dff]	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0594; 2 messages / 1 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0594	2	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0595	usage patterns	使用模式	使用模式	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0595; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0595	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0596	user mapping	用户映射	用户映射	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	"List of user mappings → 列出用户映射 [TE-de446fc5cdd45514e5e0] | user mapping not found for ""%s"" → 没有找到对于""%s""的用户映射 [TE-8923f6cb661f56886180] | user mapping for %s on server %s → %s在服务器%s上的用户映射 [TE-501b4a71f3f3ec192c22]"	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0596; 12 messages / 6 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0596	12	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0597	VACUUM	清理	清理	保留并限定语境	SQL 命令 VACUUM 和选项保持原文；普通过程清理，区别 ANALYZE 分析及 heap/index/truncate 阶段。	"unrecognized VACUUM option ""%s"" → 无法识别的清理选项""%s"" [TE-0f19ee5f8972190a1ca0] | Vacuum cost delay in milliseconds. → Vacuum开销延迟是以毫秒为单位 [TE-1de498302d1a80015d85] | automatic vacuum of table ""%s.%s.%s"" → 对表""%s.%s.%s""进行自动清理 [TE-b8a6fcdda00b0adb73a4]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0597; 74 messages / 8 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0597	52	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0598	vacuum processing	清理过程	清理过程	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0598; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0598	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0599	valid bit	有效位	有效位	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0599; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0599	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0600	Value Insertion	插入值	插入值	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0600; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0600	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0601	VALUES clause	VALUES 子句	VALUES 子句	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0601; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0601	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0602	Version vectors	版本向量	版本向量	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0602; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0602	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0603	victim page	牺牲页面	牺牲页面	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0603; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0603	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0604	view	视图	视图	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	"view → 视图 [TE-c7ea649979d6a5f2f4df] | view %s → 视图 %s [TE-191779c58ebb114742f9] | View ""%s.%s"" → 视图 ""%s.%s"" [TE-6441cb0bc0e7c9b47ec2]"	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0604; 143 messages / 14 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0604	134	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0605	Virtual Transactions	虚拟事务	虚拟事务	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	virtual transaction %d/%u → 虚拟事务 %d/%u [TE-9014a8e6c107b37a58c1]	现行译文检索中可见源中文，原概念释义可用，未发现必须全局替换的依据；检索中文子串不等于词对齐或消息语义批准。	target-links.jsonl#T0605; 1 messages / 1 clusters	保留；有检索先例	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0605	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0606	Visibility Check	可见性检查	可见性检查	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0606; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0606	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0607	visibility check rules	可见性检查规则	可见性检查规则	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0607; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0607	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0608	visibility map	可见性映射	可见性映射	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0608; 2 messages / 1 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0608	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0609	VM	可见性映射	可见性映射	保留并限定语境	vm 关系分支和缩写 VM 原样保留；说明可见性映射，不能当作虚拟机。	"Valid fork names are ""main"", ""fsm"", ""vm"", and ""init"". → 有效的分支名称是 ""main"", ""fsm"", ""vm""和""init"". [TE-3fb5661aa34f9a1afe80]"	存在可追溯现行译文对；已检查概念/句法/标识符区别，具体限定见适用语境。两列源释义保留，实际消息优先准确同簇既有表达。	target-links.jsonl#T0609; 2 messages / 2 clusters	本批按语境采用；不是人工批准	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0609	1	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
T0610	Wait Queue	等待队列	等待队列	保留	PostgreSQL 对应技术概念的说明文字；机器标识、命令、参数与字面值按原文保留。	未找到现行非 fuzzy 译文先例；见完整证据索引	全量检索没有现行非 fuzzy 可用译文先例；没有匹配译文。原概念释义可理解，缺乏足够 NLS 证据时保守保留，不作全局替换。	target-links.jsonl#T0610; 0 messages / 0 clusters	保留；NLS 证据不足	第一轮：全量检索、概念及语境评估	nls-v1	term-evidence.jsonl#T0610	0	同英文/context/plural/form/中文合并，保留全部版本/组件位置；不算独立人类佐证
